iso2,year,sex,age,cases
BR,2007,m,35-44,5456
BR,2008,m,35-44,5305
BS,2007,m,35-44,9
BS,2008,m,35-44,5
BW,2008,m,35-44,384
BZ,2006,m,35-44,7
BZ,2007,m,35-44,8
BZ,2008,m,35-44,15
CA,2006,m,35-44,33
CA,2007,m,35-44,51
CA,2008,m,35-44,49
CH,2005,m,35-44,13
CH,2006,m,35-44,11
CH,2007,m,35-44,11
CH,2008,m,35-44,5
CK,2006,m,35-44,0
CL,2006,m,35-44,176
CL,2007,m,35-44,140
CL,2008,m,35-44,148
CM,2008,m,35-44,2016
CR,2006,m,35-44,29
CR,2007,m,35-44,28
CU,2008,m,35-44,108
CV,2008,m,35-44,29
CY,2005,m,35-44,1
CY,2006,m,35-44,1
CY,2007,m,35-44,0
CY,2008,m,35-44,0
CZ,2005,m,35-44,57
CZ,2006,m,35-44,39
CZ,2007,m,35-44,35
CZ,2008,m,35-44,39
DE,2005,m,35-44,171
DE,2006,m,35-44,169
DE,2007,m,35-44,314
DE,2008,m,35-44,114
DJ,2007,m,35-44,142
DK,2005,m,35-44,18
DK,2006,m,35-44,15
DK,2007,m,35-44,20
DK,2008,m,35-44,9
DM,2006,m,35-44,1
DM,2007,m,35-44,1
DM,2008,m,35-44,1
DO,2008,m,35-44,337
EE,2005,m,35-44,19
EE,2006,m,35-44,24
EE,2007,m,35-44,32
EE,2008,m,35-44,26
EG,2006,m,35-44,563
EG,2008,m,35-44,807
ER,2007,m,35-44,73
ES,2005,m,35-44,367
ES,2006,m,35-44,311
ES,2007,m,35-44,379
ES,2008,m,35-44,349
FI,2005,m,35-44,3
FI,2006,m,35-44,5
FI,2007,m,35-44,5
FI,2008,m,35-44,8
FJ,2006,m,35-44,4
FM,2006,m,35-44,6
FM,2008,m,35-44,1
FR,2005,m,35-44,222
FR,2006,m,35-44,238
FR,2007,m,35-44,196
FR,2008,m,35-44,161
GA,2008,m,35-44,196
GB,2005,m,35-44,166
GB,2006,m,35-44,213
GB,2007,m,35-44,223
GB,2008,m,35-44,155
GD,2006,m,35-44,0
GE,2005,m,35-44,268
GE,2006,m,35-44,300
GE,2007,m,35-44,308
GE,2008,m,35-44,906
GM,2006,m,35-44,170
GM,2008,m,35-44,167
GR,2005,m,35-44,22
GR,2006,m,35-44,22
GR,2007,m,35-44,34
GR,2008,m,35-44,12
GT,2007,m,35-44,226
GT,2008,m,35-44,193
GU,2007,m,35-44,2
GU,2008,m,35-44,7
GY,2008,m,35-44,71
HK,2005,m,35-44,108
HK,2006,m,35-44,135
HK,2007,m,35-44,110
HK,2008,m,35-44,95
HN,2006,m,35-44,213
HN,2007,m,35-44,194
HN,2008,m,35-44,202
HR,2005,m,35-44,48
HR,2006,m,35-44,58
HR,2008,m,35-44,34
HT,2007,m,35-44,760
HT,2008,m,35-44,696
HU,2005,m,35-44,67
HU,2006,m,35-44,71
HU,2007,m,35-44,48
HU,2008,m,35-44,47
ID,2007,m,35-44,18606
ID,2008,m,35-44,19224
IE,2005,m,35-44,21
IE,2006,m,35-44,17
IE,2007,m,35-44,32
IE,2008,m,35-44,6
IL,2005,m,35-44,12
IL,2006,m,35-44,14
IL,2007,m,35-44,23
IL,2008,m,35-44,18
IQ,2006,m,35-44,278
IQ,2007,m,35-44,276
IQ,2008,m,35-44,317
IR,2006,m,35-44,365
IR,2007,m,35-44,330
IR,2008,m,35-44,330
IS,2005,m,35-44,1
IS,2006,m,35-44,0
IS,2007,m,35-44,0
IS,2008,m,35-44,1
IT,2005,m,35-44,137
IT,2006,m,35-44,197
IT,2007,m,35-44,113
IT,2008,m,35-44,137
JM,2006,m,35-44,9
JM,2008,m,35-44,10
JO,2006,m,35-44,16
JO,2007,m,35-44,14
JO,2008,m,35-44,3
JP,2007,m,35-44,512
JP,2008,m,35-44,456
KE,2007,m,35-44,4959
KE,2008,m,35-44,4924
KG,2005,m,35-44,269
KI,2007,m,35-44,10
KI,2008,m,35-44,15
KM,2006,m,35-44,7
KM,2008,m,35-44,4
KN,2008,m,35-44,0
KP,2008,m,35-44,4263
KR,2006,m,35-44,1223
KR,2007,m,35-44,1144
KR,2008,m,35-44,1093
KW,2007,m,35-44,25
KW,2008,m,35-44,56
KY,2006,m,35-44,0
KY,2007,m,35-44,0
KZ,2005,m,35-44,983
KZ,2007,m,35-44,859
KZ,2008,m,35-44,811
LB,2006,m,35-44,18
LB,2007,m,35-44,13
LB,2008,m,35-44,12
LC,2008,m,35-44,2
LR,2008,m,35-44,532
LS,2007,m,35-44,73
LS,2008,m,35-44,542
LT,2005,m,35-44,186
LT,2006,m,35-44,207
LT,2007,m,35-44,165
LT,2008,m,35-44,162
LU,2005,m,35-44,2
LU,2006,m,35-44,2
LU,2007,m,35-44,1
LU,2008,m,35-44,0
LV,2005,m,35-44,104
LV,2006,m,35-44,82
LV,2008,m,35-44,71
LY,2006,m,35-44,150
LY,2008,m,35-44,162
MA,2006,m,35-44,1498
MA,2007,m,35-44,1545
MA,2008,m,35-44,1514
MD,2005,m,35-44,345
MD,2007,m,35-44,343
MD,2008,m,35-44,314
ME,2005,m,35-44,7
ME,2006,m,35-44,7
ME,2007,m,35-44,3
ME,2008,m,35-44,10
MG,2007,m,35-44,2097
MG,2008,m,35-44,2113
MH,2007,m,35-44,2
MH,2008,m,35-44,2
MK,2005,m,35-44,23
MK,2006,m,35-44,25
MK,2007,m,35-44,27
MK,2008,m,35-44,13
ML,2008,m,35-44,640
MO,2007,m,35-44,14
MO,2008,m,35-44,10
MP,2007,m,35-44,3
MP,2008,m,35-44,1
MT,2005,m,35-44,1
MT,2006,m,35-44,2
MT,2007,m,35-44,0
MT,2008,m,35-44,2
MU,2007,m,35-44,12
MU,2008,m,35-44,14
MV,2007,m,35-44,6
MV,2008,m,35-44,3
MW,2007,m,35-44,954
MW,2008,m,35-44,982
MX,2006,m,35-44,1333
MX,2007,m,35-44,1286
MX,2008,m,35-44,1314
MY,2007,m,35-44,2082
MY,2008,m,35-44,2318
NC,2008,m,35-44,0
NE,2008,m,35-44,852
NI,2006,m,35-44,129
NI,2007,m,35-44,144
NL,2005,m,35-44,23
NL,2006,m,35-44,31
NL,2007,m,35-44,28
NL,2008,m,35-44,26
NO,2005,m,35-44,6
NO,2006,m,35-44,5
NO,2008,m,35-44,7
NP,2006,m,35-44,1640
NP,2007,m,35-44,1636
NR,2006,m,35-44,0
NR,2007,m,35-44,1
NR,2008,m,35-44,0
NU,2006,m,35-44,0
NU,2007,m,35-44,0
NZ,2006,m,35-44,8
NZ,2007,m,35-44,7
NZ,2008,m,35-44,9
OM,2006,m,35-44,18
OM,2008,m,35-44,28
PA,2008,m,35-44,91
PE,2006,m,35-44,1494
PE,2007,m,35-44,1585
PE,2008,m,35-44,1564
PF,2008,m,35-44,1
PL,2005,m,35-44,389
PL,2006,m,35-44,390
PL,2007,m,35-44,395
PL,2008,m,35-44,397
PR,2007,m,35-44,9
PR,2008,m,35-44,3
PS,2006,m,35-44,4
PS,2007,m,35-44,2
PS,2008,m,35-44,3
PT,2005,m,35-44,284
PT,2006,m,35-44,259
PT,2007,m,35-44,268
PT,2008,m,35-44,212
PW,2006,m,35-44,2
PW,2007,m,35-44,0
PY,2006,m,35-44,143
PY,2007,m,35-44,152
PY,2008,m,35-44,138
QA,2007,m,35-44,19
QA,2008,m,35-44,26
RO,2005,m,35-44,1786
RO,2006,m,35-44,1624
RO,2007,m,35-44,1559
RO,2008,m,35-44,1656
RS,2005,m,35-44,118
RS,2006,m,35-44,107
RS,2007,m,35-44,102
RS,2008,m,35-44,86
RU,2007,m,35-44,5874
RU,2008,m,35-44,6005
RW,2007,m,35-44,556
RW,2008,m,35-44,573
SA,2008,m,35-44,184
SB,2007,m,35-44,12
SB,2008,m,35-44,11
SC,2008,m,35-44,0
SD,2006,m,35-44,1504
SD,2008,m,35-44,1301
SE,2005,m,35-44,16
SE,2006,m,35-44,14
SE,2007,m,35-44,10
SE,2008,m,35-44,9
SG,2006,m,35-44,67
SG,2007,m,35-44,63
SG,2008,m,35-44,46
SI,2005,m,35-44,16
SI,2006,m,35-44,9
SI,2007,m,35-44,15
SI,2008,m,35-44,9
SK,2005,m,35-44,16
SK,2006,m,35-44,18
SK,2007,m,35-44,18
SK,2008,m,35-44,16
SL,2007,m,35-44,797
SN,2008,m,35-44,907
SR,2006,m,35-44,9
ST,2006,m,35-44,4
ST,2007,m,35-44,8
SV,2007,m,35-44,110
SV,2008,m,35-44,112
SY,2006,m,35-44,137
SY,2007,m,35-44,123
SY,2008,m,35-44,128
SZ,2008,m,35-44,357
TC,2006,m,35-44,0
TJ,2005,m,35-44,164
TJ,2008,m,35-44,165
TK,2007,m,35-44,0
TM,2005,m,35-44,146
TM,2007,m,35-44,224
TO,2006,m,35-44,0
TO,2007,m,35-44,0
TO,2008,m,35-44,2
TR,2005,m,35-44,1028
TR,2006,m,35-44,1003
TR,2007,m,35-44,984
TR,2008,m,35-44,953
TT,2007,m,35-44,21
TT,2008,m,35-44,19
TV,2006,m,35-44,0
TV,2008,m,35-44,0
UA,2007,m,35-44,5206
UA,2008,m,35-44,2859
UG,2008,m,35-44,3922
US,2006,m,35-44,659
US,2007,m,35-44,572
US,2008,m,35-44,495
UY,2008,m,35-44,64
UZ,2005,m,35-44,723
UZ,2006,m,35-44,717
UZ,2007,m,35-44,579
UZ,2008,m,35-44,572
VC,2007,m,35-44,3
VE,2006,m,35-44,413
VE,2007,m,35-44,390
VE,2008,m,35-44,326
VU,2008,m,35-44,3
WF,2007,m,35-44,0
WS,2008,m,35-44,0
ZA,2006,m,35-44,19743
ZA,2007,m,35-44,20076
ZA,2008,m,35-44,20699
ZW,2007,m,35-44,0
AD,2005,m,45-54,0
AD,2006,m,45-54,0
AD,2008,m,45-54,1
AE,2006,m,45-54,3
AE,2007,m,45-54,4
AE,2008,m,45-54,5
AG,2007,m,45-54,1
AL,2005,m,45-54,31
AL,2006,m,45-54,21
AL,2007,m,45-54,24
AL,2008,m,45-54,19
AM,2005,m,45-54,84
AM,2006,m,45-54,98
AM,2007,m,45-54,92
AM,2008,m,45-54,87
AN,2006,m,45-54,1
AR,2006,m,45-54,351
AR,2007,m,45-54,415
AR,2008,m,45-54,416
AT,2005,m,45-54,41
AT,2006,m,45-54,39
AU,2006,m,45-54,21
AU,2007,m,45-54,15
AZ,2005,m,45-54,209
AZ,2006,m,45-54,120
BA,2005,m,45-54,78
BA,2006,m,45-54,53
BA,2007,m,45-54,0
BA,2008,m,45-54,84
BB,2007,m,45-54,5
BB,2008,m,45-54,0
BE,2005,m,45-54,27
BE,2006,m,45-54,45
BE,2007,m,45-54,38
BE,2008,m,45-54,32
BF,2007,m,45-54,303
BG,2005,m,45-54,195
BG,2007,m,45-54,176
BG,2008,m,45-54,159
BH,2008,m,45-54,8
BI,2007,m,45-54,372
BN,2007,m,45-54,21
BN,2008,m,45-54,21
BR,2006,m,45-54,5042
BR,2007,m,45-54,4878
BR,2008,m,45-54,4854
BS,2007,m,45-54,4
BS,2008,m,45-54,7
BW,2008,m,45-54,220
BZ,2006,m,45-54,5
BZ,2007,m,45-54,7
BZ,2008,m,45-54,9
CA,2006,m,45-54,42
CA,2007,m,45-54,50
CA,2008,m,45-54,53
CH,2005,m,45-54,12
CH,2006,m,45-54,8
CH,2007,m,45-54,7
CH,2008,m,45-54,4
CK,2006,m,45-54,0
CL,2006,m,45-54,197
CL,2007,m,45-54,169
CL,2008,m,45-54,167
CM,2008,m,45-54,1135
CR,2006,m,45-54,34
CR,2007,m,45-54,32
CU,2008,m,45-54,67
CV,2008,m,45-54,27
CY,2005,m,45-54,1
CY,2006,m,45-54,0
CY,2007,m,45-54,0
CY,2008,m,45-54,1
CZ,2005,m,45-54,55
CZ,2006,m,45-54,56
CZ,2007,m,45-54,63
CZ,2008,m,45-54,44
DE,2005,m,45-54,167
DE,2006,m,45-54,189
DE,2007,m,45-54,344
DE,2008,m,45-54,142
DJ,2007,m,45-54,83
DK,2005,m,45-54,23
DK,2006,m,45-54,27
DK,2007,m,45-54,29
DK,2008,m,45-54,24
DM,2006,m,45-54,0
DM,2007,m,45-54,0
DM,2008,m,45-54,2
DO,2008,m,45-54,198
EE,2005,m,45-54,40
EE,2006,m,45-54,40
EE,2007,m,45-54,37
EE,2008,m,45-54,34
EG,2006,m,45-54,587
EG,2008,m,45-54,791
ER,2007,m,45-54,62
ES,2005,m,45-54,230
ES,2006,m,45-54,232
ES,2007,m,45-54,257
ES,2008,m,45-54,268
FI,2005,m,45-54,14
FI,2006,m,45-54,9
FI,2007,m,45-54,10
FI,2008,m,45-54,13
FJ,2006,m,45-54,7
FM,2006,m,45-54,8
FM,2008,m,45-54,3
FR,2005,m,45-54,196
FR,2006,m,45-54,209
FR,2007,m,45-54,219
FR,2008,m,45-54,134
GA,2008,m,45-54,104
GB,2005,m,45-54,95
GB,2006,m,45-54,148
GB,2007,m,45-54,169
GB,2008,m,45-54,111
GD,2006,m,45-54,0
GE,2005,m,45-54,207
GE,2006,m,45-54,241
GE,2007,m,45-54,230
GE,2008,m,45-54,739
GM,2006,m,45-54,112
GM,2008,m,45-54,125
GR,2005,m,45-54,14
GR,2006,m,45-54,24
GR,2007,m,45-54,28
GR,2008,m,45-54,4
GT,2007,m,45-54,203
GT,2008,m,45-54,163
GU,2007,m,45-54,0
GU,2008,m,45-54,8
GY,2008,m,45-54,47
HK,2005,m,45-54,200
HK,2006,m,45-54,174
HK,2007,m,45-54,177
HK,2008,m,45-54,166
HN,2006,m,45-54,139
HN,2007,m,45-54,158
HN,2008,m,45-54,140
HR,2005,m,45-54,72
HR,2006,m,45-54,69
HR,2008,m,45-54,63
HT,2007,m,45-54,471
HT,2008,m,45-54,491
HU,2005,m,45-54,117
HU,2006,m,45-54,98
HU,2007,m,45-54,103
HU,2008,m,45-54,86
ID,2007,m,45-54,18283
ID,2008,m,45-54,18545
IE,2005,m,45-54,10
IE,2006,m,45-54,11
IE,2007,m,45-54,28
IE,2008,m,45-54,21
IL,2005,m,45-54,12
IL,2006,m,45-54,4
IL,2007,m,45-54,13
IL,2008,m,45-54,14
IQ,2006,m,45-54,230
IQ,2007,m,45-54,223
IQ,2008,m,45-54,273
IR,2006,m,45-54,318
IR,2007,m,45-54,285
IR,2008,m,45-54,322
IS,2005,m,45-54,0
IS,2006,m,45-54,0
IS,2007,m,45-54,0
IS,2008,m,45-54,0
IT,2005,m,45-54,101
IT,2006,m,45-54,105
IT,2007,m,45-54,87
IT,2008,m,45-54,72
JM,2006,m,45-54,6
JM,2008,m,45-54,11
JO,2006,m,45-54,7
JO,2007,m,45-54,9
JO,2008,m,45-54,5
JP,2007,m,45-54,668
JP,2008,m,45-54,599
KE,2007,m,45-54,2361
KE,2008,m,45-54,2302
KG,2005,m,45-54,194
KI,2007,m,45-54,6
KI,2008,m,45-54,10
KM,2006,m,45-54,4
KM,2008,m,45-54,9
KN,2008,m,45-54,3
KP,2008,m,45-54,3988
KR,2006,m,45-54,1406
KR,2007,m,45-54,1308
KR,2008,m,45-54,1400
KW,2007,m,45-54,29
KW,2008,m,45-54,34
KY,2006,m,45-54,0
KY,2007,m,45-54,0
KZ,2005,m,45-54,795
KZ,2007,m,45-54,714
KZ,2008,m,45-54,752
LB,2006,m,45-54,14
LB,2007,m,45-54,12
LB,2008,m,45-54,17
LC,2008,m,45-54,2
LR,2008,m,45-54,308
LS,2007,m,45-54,87
LS,2008,m,45-54,380
LT,2005,m,45-54,187
LT,2006,m,45-54,211
LT,2007,m,45-54,235
LT,2008,m,45-54,182
LU,2005,m,45-54,1
LU,2006,m,45-54,3
LU,2007,m,45-54,0
LU,2008,m,45-54,0
LV,2005,m,45-54,117
LV,2006,m,45-54,105
LV,2008,m,45-54,71
LY,2006,m,45-54,49
LY,2008,m,45-54,85
MA,2006,m,45-54,1036
MA,2007,m,45-54,1165
MA,2008,m,45-54,1179
MD,2005,m,45-54,313
MD,2007,m,45-54,314
MD,2008,m,45-54,317
ME,2005,m,45-54,15
ME,2006,m,45-54,12
ME,2007,m,45-54,10
ME,2008,m,45-54,5
MG,2007,m,45-54,1671
MG,2008,m,45-54,1669
MH,2007,m,45-54,5
MH,2008,m,45-54,3
MK,2005,m,45-54,20
MK,2006,m,45-54,37
MK,2007,m,45-54,46
MK,2008,m,45-54,25
ML,2008,m,45-54,503
MO,2007,m,45-54,30
MO,2008,m,45-54,29
MP,2007,m,45-54,4
MP,2008,m,45-54,5
MT,2005,m,45-54,1
MT,2006,m,45-54,0
MT,2007,m,45-54,0
MT,2008,m,45-54,0
MU,2007,m,45-54,15
MU,2008,m,45-54,15
MV,2007,m,45-54,5
MV,2008,m,45-54,5
MW,2007,m,45-54,473
MW,2008,m,45-54,502
MX,2006,m,45-54,1275
MX,2007,m,45-54,1266
MX,2008,m,45-54,1267
MY,2007,m,45-54,1839
MY,2008,m,45-54,2169
NC,2008,m,45-54,2
NE,2008,m,45-54,562
NI,2006,m,45-54,98
NI,2007,m,45-54,130
NL,2005,m,45-54,26
NL,2006,m,45-54,23
NL,2007,m,45-54,21
NL,2008,m,45-54,19
NO,2005,m,45-54,4
NO,2006,m,45-54,3
NO,2008,m,45-54,2
NP,2006,m,45-54,1688
NP,2007,m,45-54,1720
NR,2006,m,45-54,0
NR,2007,m,45-54,0
NR,2008,m,45-54,1
NU,2006,m,45-54,0
NU,2007,m,45-54,0
NZ,2006,m,45-54,4
NZ,2007,m,45-54,4
NZ,2008,m,45-54,5
OM,2006,m,45-54,18
OM,2008,m,45-54,28
PA,2008,m,45-54,107
PE,2006,m,45-54,1106
PE,2007,m,45-54,1152
PE,2008,m,45-54,1121
PF,2008,m,45-54,1
PL,2005,m,45-54,639
PL,2006,m,45-54,649
PL,2007,m,45-54,677
PL,2008,m,45-54,653
PR,2007,m,45-54,8
PR,2008,m,45-54,13
PS,2006,m,45-54,1
PS,2007,m,45-54,0
PS,2008,m,45-54,2
PT,2005,m,45-54,181
PT,2006,m,45-54,190
PT,2007,m,45-54,188
PT,2008,m,45-54,179
PW,2006,m,45-54,1
PW,2007,m,45-54,2
PY,2006,m,45-54,150
PY,2007,m,45-54,135
PY,2008,m,45-54,138
QA,2007,m,45-54,10
QA,2008,m,45-54,18
RO,2005,m,45-54,1999
RO,2006,m,45-54,1738
RO,2007,m,45-54,1704
RO,2008,m,45-54,1713
RS,2005,m,45-54,156
RS,2006,m,45-54,167
RS,2007,m,45-54,163
RS,2008,m,45-54,131
RU,2007,m,45-54,6363
RU,2008,m,45-54,6300
RW,2007,m,45-54,352
RW,2008,m,45-54,373
SA,2008,m,45-54,153
SB,2007,m,45-54,9
SB,2008,m,45-54,10
SC,2008,m,45-54,1
SD,2006,m,45-54,1102
SD,2008,m,45-54,903
SE,2005,m,45-54,10
SE,2006,m,45-54,5
SE,2007,m,45-54,5
SE,2008,m,45-54,5
SG,2006,m,45-54,107
SG,2007,m,45-54,98
SG,2008,m,45-54,106
SI,2005,m,45-54,15
SI,2006,m,45-54,12
SI,2007,m,45-54,14
SI,2008,m,45-54,17
SK,2005,m,45-54,25
SK,2006,m,45-54,27
SK,2007,m,45-54,51
SK,2008,m,45-54,46
SL,2007,m,45-54,520
SN,2008,m,45-54,593
SR,2006,m,45-54,4
ST,2006,m,45-54,2
ST,2007,m,45-54,4
SV,2007,m,45-54,73
SV,2008,m,45-54,67
SY,2006,m,45-54,110
SY,2007,m,45-54,74
SY,2008,m,45-54,82
SZ,2008,m,45-54,193
TC,2006,m,45-54,0
TJ,2005,m,45-54,104
TJ,2008,m,45-54,113
TK,2007,m,45-54,0
TM,2005,m,45-54,97
TM,2007,m,45-54,137
TO,2006,m,45-54,1
TO,2007,m,45-54,0
TO,2008,m,45-54,2
TR,2005,m,45-54,963
TR,2006,m,45-54,1045
TR,2007,m,45-54,978
TR,2008,m,45-54,947
TT,2007,m,45-54,28
TT,2008,m,45-54,34
TV,2006,m,45-54,0
TV,2008,m,45-54,1
UA,2007,m,45-54,5024
UA,2008,m,45-54,2769
UG,2008,m,45-54,1981
US,2006,m,45-54,759
US,2007,m,45-54,744
US,2008,m,45-54,725
UY,2008,m,45-54,45
UZ,2005,m,45-54,522
UZ,2006,m,45-54,565
UZ,2007,m,45-54,583
UZ,2008,m,45-54,544
VC,2007,m,45-54,0
VE,2006,m,45-54,422
VE,2007,m,45-54,389
VE,2008,m,45-54,389
VU,2008,m,45-54,5
WF,2007,m,45-54,1
WS,2008,m,45-54,0
ZA,2006,m,45-54,11752
ZA,2007,m,45-54,12164
ZA,2008,m,45-54,12724
ZW,2007,m,45-54,716
AD,2005,m,55-64,0
AD,2006,m,55-64,1
AD,2008,m,55-64,0
AE,2006,m,55-64,1
AE,2007,m,55-64,3
AE,2008,m,55-64,3
AG,2007,m,55-64,1
AL,2005,m,55-64,20
AL,2006,m,55-64,19
AL,2007,m,55-64,16
AL,2008,m,55-64,13
AM,2005,m,55-64,30
AM,2006,m,55-64,38
AM,2007,m,55-64,29
AM,2008,m,55-64,37
AN,2006,m,55-64,1
AR,2006,m,55-64,346
AR,2007,m,55-64,389
AR,2008,m,55-64,364
AT,2005,m,55-64,24
AT,2006,m,55-64,19
AU,2006,m,55-64,16
AU,2007,m,55-64,14
AZ,2005,m,55-64,187
AZ,2006,m,55-64,78
BA,2005,m,55-64,44
BA,2006,m,55-64,42
BA,2007,m,55-64,0
BA,2008,m,55-64,49
BB,2007,m,55-64,0
BB,2008,m,55-64,0
BE,2005,m,55-64,15
BE,2006,m,55-64,27
BE,2007,m,55-64,18
BE,2008,m,55-64,24
BF,2007,m,55-64,176
BG,2005,m,55-64,150
BG,2007,m,55-64,131
BG,2008,m,55-64,127
BH,2008,m,55-64,2
BI,2007,m,55-64,177
BN,2007,m,55-64,10
BN,2008,m,55-64,6
BR,2006,m,55-64,2885
BR,2007,m,55-64,2726
BR,2008,m,55-64,2650
BS,2007,m,55-64,1
BS,2008,m,55-64,2
BW,2008,m,55-64,113
BZ,2006,m,55-64,1
BZ,2007,m,55-64,6
BZ,2008,m,55-64,5
CA,2006,m,55-64,26
CA,2007,m,55-64,35
CA,2008,m,55-64,38
CH,2005,m,55-64,2
CH,2006,m,55-64,7
CH,2007,m,55-64,5
CH,2008,m,55-64,3
CK,2006,m,55-64,0
CL,2006,m,55-64,179
CL,2007,m,55-64,139
CL,2008,m,55-64,135
CM,2008,m,55-64,526
CR,2006,m,55-64,25
CR,2007,m,55-64,17
CU,2008,m,55-64,59
CV,2008,m,55-64,12
CY,2005,m,55-64,0
CY,2006,m,55-64,1
CY,2007,m,55-64,0
CY,2008,m,55-64,0
CZ,2005,m,55-64,45
CZ,2006,m,55-64,38
CZ,2007,m,55-64,39
CZ,2008,m,55-64,36
DE,2005,m,55-64,92
DE,2006,m,55-64,103
DE,2007,m,55-64,184
DE,2008,m,55-64,96
DJ,2007,m,55-64,44
DK,2005,m,55-64,9
DK,2006,m,55-64,10
DK,2007,m,55-64,16
DK,2008,m,55-64,10
DM,2006,m,55-64,1
DM,2007,m,55-64,1
DM,2008,m,55-64,0
DO,2008,m,55-64,122
EE,2005,m,55-64,12
EE,2006,m,55-64,12
EE,2007,m,55-64,21
EE,2008,m,55-64,12
EG,2006,m,55-64,340
EG,2008,m,55-64,431
ER,2007,m,55-64,53
ES,2005,m,55-64,140
ES,2006,m,55-64,105
ES,2007,m,55-64,128
ES,2008,m,55-64,157
FI,2005,m,55-64,11
FI,2006,m,55-64,6
FI,2007,m,55-64,7
FI,2008,m,55-64,11
FJ,2006,m,55-64,5
FM,2006,m,55-64,6
FM,2008,m,55-64,1
FR,2005,m,55-64,134
FR,2006,m,55-64,153
FR,2007,m,55-64,156
FR,2008,m,55-64,110
GA,2008,m,55-64,45
GB,2005,m,55-64,95
GB,2006,m,55-64,88
GB,2007,m,55-64,97
GB,2008,m,55-64,61
GD,2006,m,55-64,0
GE,2005,m,55-64,76
GE,2006,m,55-64,86
GE,2007,m,55-64,96
GE,2008,m,55-64,427
GM,2006,m,55-64,58
GM,2008,m,55-64,87
GR,2005,m,55-64,12
GR,2006,m,55-64,22
GR,2007,m,55-64,15
GR,2008,m,55-64,6
GT,2007,m,55-64,159
GT,2008,m,55-64,124
GU,2007,m,55-64,0
GU,2008,m,55-64,3
GY,2008,m,55-64,22
HK,2005,m,55-64,168
HK,2006,m,55-64,161
HK,2007,m,55-64,175
HK,2008,m,55-64,208
HN,2006,m,55-64,96
HN,2007,m,55-64,123
HN,2008,m,55-64,103
HR,2005,m,55-64,47
HR,2006,m,55-64,30
HR,2008,m,55-64,32
HT,2007,m,55-64,219
HT,2008,m,55-64,242
HU,2005,m,55-64,67
HU,2006,m,55-64,54
HU,2007,m,55-64,50
HU,2008,m,55-64,72
ID,2007,m,55-64,14176
ID,2008,m,55-64,14907
IE,2005,m,55-64,7
IE,2006,m,55-64,16
IE,2007,m,55-64,26
IE,2008,m,55-64,10
IL,2005,m,55-64,5
IL,2006,m,55-64,6
IL,2007,m,55-64,10
IL,2008,m,55-64,15
IQ,2006,m,55-64,147
IQ,2007,m,55-64,188
IQ,2008,m,55-64,224
IR,2006,m,55-64,249
IR,2007,m,55-64,261
IR,2008,m,55-64,267
IS,2005,m,55-64,0
IS,2006,m,55-64,0
IS,2007,m,55-64,0
IS,2008,m,55-64,0
IT,2005,m,55-64,61
IT,2006,m,55-64,75
IT,2007,m,55-64,48
IT,2008,m,55-64,42
JM,2006,m,55-64,6
JM,2008,m,55-64,11
JO,2006,m,55-64,4
JO,2007,m,55-64,7
JO,2008,m,55-64,13
JP,2007,m,55-64,1174
JP,2008,m,55-64,1063
KE,2007,m,55-64,1084
KE,2008,m,55-64,1025
KG,2005,m,55-64,66
KI,2007,m,55-64,10
KI,2008,m,55-64,2
KM,2006,m,55-64,4
KM,2008,m,55-64,5
KN,2008,m,55-64,0
KP,2008,m,55-64,2704
KR,2006,m,55-64,955
KR,2007,m,55-64,906
KR,2008,m,55-64,958
KW,2007,m,55-64,8
KW,2008,m,55-64,11
KY,2006,m,55-64,0
KY,2007,m,55-64,1
KZ,2005,m,55-64,274
KZ,2007,m,55-64,279
KZ,2008,m,55-64,306
LB,2006,m,55-64,10
LB,2007,m,55-64,11
LB,2008,m,55-64,14
LC,2008,m,55-64,2
LR,2008,m,55-64,169
LS,2007,m,55-64,52
LS,2008,m,55-64,242
LT,2005,m,55-64,108
LT,2006,m,55-64,107
LT,2007,m,55-64,109
LT,2008,m,55-64,104
LU,2005,m,55-64,1
LU,2006,m,55-64,2
LU,2007,m,55-64,0
LU,2008,m,55-64,0
LV,2005,m,55-64,55
LV,2006,m,55-64,51
LV,2008,m,55-64,47
LY,2006,m,55-64,23
LY,2008,m,55-64,24
MA,2006,m,55-64,527
MA,2007,m,55-64,545
MA,2008,m,55-64,633
MD,2005,m,55-64,106
MD,2007,m,55-64,107
MD,2008,m,55-64,105
ME,2005,m,55-64,4
ME,2006,m,55-64,9
ME,2007,m,55-64,1
ME,2008,m,55-64,5
MG,2007,m,55-64,823
MG,2008,m,55-64,836
MH,2007,m,55-64,1
MH,2008,m,55-64,0
MK,2005,m,55-64,18
MK,2006,m,55-64,18
MK,2007,m,55-64,21
MK,2008,m,55-64,15
ML,2008,m,55-64,314
MO,2007,m,55-64,16
MO,2008,m,55-64,19
MP,2007,m,55-64,0
MP,2008,m,55-64,0
MT,2005,m,55-64,1
MT,2006,m,55-64,0
MT,2007,m,55-64,1
MT,2008,m,55-64,0
MU,2007,m,55-64,9
MU,2008,m,55-64,7
MV,2007,m,55-64,6
MV,2008,m,55-64,6
MW,2007,m,55-64,233
MW,2008,m,55-64,280
MX,2006,m,55-64,1012
MX,2007,m,55-64,942
MX,2008,m,55-64,1004
MY,2007,m,55-64,1394
MY,2008,m,55-64,1599
NC,2008,m,55-64,1
